s	slabel	user_slabel	o	olabel	user_olabel	row_number
CL:0000071	blood vessel endothelial cell	vascular endothelial cells	UBERON:0004027	chorionic plate	chorionic plate	42
CL:0000071	blood vessel endothelial cell	vascular endothelial cells	UBERON:0007106	chorionic villus	chorionic villous	50
CL:0000236	B cell	B cell	UBERON:0002337	endometrial stroma	endometrial stroma	33
CL:0000236	B cell	B cell	UBERON:0002337	endometrial stroma	endometrial stroma	61
CL:0000359	vascular associated smooth muscle cell	vascular smooth muscle cells	UBERON:0004027	chorionic plate	chorionic plate	44
CL:0000359	vascular associated smooth muscle cell	vascular smooth muscle cells	UBERON:0007106	chorionic villus	chorionic villous	52
CL:0000523	mononuclear cytotrophoblast cell	cytotrophoblast (CTB)	UBERON:0000088	trophoblast	chorionic ectoderm (from chorionic plate)	39
CL:0000523	mononuclear cytotrophoblast cell	cytotrophoblast (CTB)	UBERON:0000088	trophoblast	chorionic ectoderm (from chorionic plate)	45
CL:0000523	mononuclear cytotrophoblast cell	cytotrophoblast (CTB)	UBERON:0000088	trophoblast	chorionic ectoderm (from chorion membrane)	25
CL:0000525	syncytiotrophoblast cell	syncytiotrophoblast (STB)	UBERON:0000088	trophoblast	chorionic ectoderm (from chorionic plate)	40
CL:0000525	syncytiotrophoblast cell	syncytiotrophoblast (STB)	UBERON:0000088	trophoblast	chorionic ectoderm (from chorionic plate)	46
CL:0000669	pericyte	pericytes	UBERON:0001310	umbilical artery	umbilical arteries	16
CL:0000669	pericyte	pericytes	UBERON:0004027	chorionic plate	chorionic plate	43
CL:0000669	pericyte	pericytes	UBERON:0002066	umbilical vein	umbilical vein	13
CL:0000669	pericyte	pericytes	UBERON:0007106	chorionic villus	chorionic villous	54
CL:0000669	pericyte	pericytes	UBERON:0007106	chorionic villus	chorionic villous	51
CL:0000815	regulatory T cell	regulatory T cell	UBERON:0002337	endometrial stroma	endometrial stroma	31
CL:0000815	regulatory T cell	regulatory T cell	UBERON:0002337	endometrial stroma	endometrial stroma	59
CL:0000910	cytotoxic T cell	cytotoxic T cell	UBERON:0002337	endometrial stroma	endometrial stroma	32
CL:0000910	cytotoxic T cell	cytotoxic T cell	UBERON:0002337	endometrial stroma	endometrial stroma	60
CL:0002138	endothelial cell of lymphatic vessel	lymphatic endothelial cell	UBERON:0002450	decidua	decidua	64
CL:0002138	endothelial cell of lymphatic vessel	lymphatic endothelial cell	UBERON:0002450	decidua	decidua	36
CL:0002255	stromal cell of endometrium	endometrial stromal cell	UBERON:0002337	endometrial stroma	endometrial stroma	56
CL:0002255	stromal cell of endometrium	endometrial stromal cell	UBERON:0002337	endometrial stroma	endometrial stroma	28
CL:0002536	epithelial cell of amnion	amnion epithelial cell (AEC)	UBERON:0003254	amniotic ectoderm	amniotic ectoderm	37
CL:0002536	epithelial cell of amnion	amnion epithelial cell (AEC)	UBERON:0003254	amniotic ectoderm	amniotic ectoderm	22
CL:0002536	epithelial cell of amnion	amnion epithelial cell (AEC)	UBERON:0003254	amniotic ectoderm	amniotic ectoderm	20
CL:0008036	extravillous trophoblast	extravillous trophoblast (EVT)	UBERON:0000088	trophoblast	chorionic ectoderm (from chorionic plate)	47
CL:0008036	extravillous trophoblast	extravillous trophoblast (EVT)	UBERON:0000088	trophoblast	chorionic ectoderm (from chorionic plate)	41
CL:0008036	extravillous trophoblast	extravillous trophoblast (EVT)	UBERON:0000088	trophoblast	chorionic ectoderm (from chorion membrane)	26
CL:0008036	extravillous trophoblast	extravillous trophoblast (endovascular)	UBERON:0015172	endometrial blood vessel	decidual blood vessel	35
CL:0008036	extravillous trophoblast	extravillous trophoblast (endovascular)	UBERON:0015172	endometrial blood vessel	decidual blood vessel	63
CL:2000062	placental villus capillary endothelial cell	placental microvascular endothelial cells	UBERON:0007106	chorionic villus	chorionic villous	53
CL:3000001	Hofbauer cell	Hofbauer cell (HC)	UBERON:0007106	chorionic villus	chorionic villous	48
UBERON:0000088	trophoblast	chorionic ectoderm (from chorionic plate)	UBERON:0007106	chorionic villus	chorionic villous	46
UBERON:0000088	trophoblast	chorionic ectoderm (from chorionic plate)	UBERON:0007106	chorionic villus	chorionic villous	45
UBERON:0000088	trophoblast	chorionic ectoderm (from chorionic plate)	UBERON:0004027	chorionic plate	chorionic plate	41
UBERON:0000088	trophoblast	chorionic ectoderm (from chorionic plate)	UBERON:0004027	chorionic plate	chorionic plate	40
UBERON:0000088	trophoblast	chorionic ectoderm (from chorionic plate)	UBERON:0004027	chorionic plate	chorionic plate	39
UBERON:0000088	trophoblast	chorionic ectoderm (from chorion membrane)	UBERON:0003124	chorion membrane	chorion membrane	26
UBERON:0000088	trophoblast	chorionic ectoderm (from chorion membrane)	UBERON:0003124	chorion membrane	chorion membrane	25
UBERON:0000088	trophoblast	chorionic ectoderm (from chorionic plate)	UBERON:0007106	chorionic villus	chorionic villous	47
UBERON:0000305	amnion	amnion	UBERON:0002331	umbilical cord	umbilical cord	20
UBERON:0000305	amnion	amnion	UBERON:0002331	umbilical cord	umbilical cord	21
UBERON:0002331	umbilical cord	umbilical cord	UBERON:0001987	placenta	Placenta	20
UBERON:0002331	umbilical cord	umbilical cord	UBERON:0001987	placenta	Placenta	18
UBERON:0002331	umbilical cord	umbilical cord	UBERON:0001987	placenta	Placenta	17
UBERON:0002331	umbilical cord	umbilical cord	UBERON:0001987	placenta	Placenta	16
UBERON:0002331	umbilical cord	umbilical cord	UBERON:0001987	placenta	Placenta	15
UBERON:0002331	umbilical cord	umbilical cord	UBERON:0001987	placenta	Placenta	14
UBERON:0002331	umbilical cord	umbilical cord	UBERON:0001987	placenta	Placenta	13
UBERON:0002331	umbilical cord	umbilical cord	UBERON:0001987	placenta	Placenta	12
UBERON:0002331	umbilical cord	umbilical cord	UBERON:0001987	placenta	Placenta	21
UBERON:0002337	endometrial stroma	endometrial stroma	UBERON:0002450	decidua	decidua	31
UBERON:0002337	endometrial stroma	endometrial stroma	UBERON:0002450	decidua	decidua	61
UBERON:0002337	endometrial stroma	endometrial stroma	UBERON:0002450	decidua	decidua	28
UBERON:0002337	endometrial stroma	endometrial stroma	UBERON:0002450	decidua	decidua	60
UBERON:0002337	endometrial stroma	endometrial stroma	UBERON:0002450	decidua	decidua	32
UBERON:0002337	endometrial stroma	endometrial stroma	UBERON:0002450	decidua	decidua	59
UBERON:0002337	endometrial stroma	endometrial stroma	UBERON:0002450	decidua	decidua	29
UBERON:0002337	endometrial stroma	endometrial stroma	UBERON:0002450	decidua	decidua	57
UBERON:0002337	endometrial stroma	endometrial stroma	UBERON:0002450	decidua	decidua	58
UBERON:0002337	endometrial stroma	endometrial stroma	UBERON:0002450	decidua	decidua	56
UBERON:0002337	endometrial stroma	endometrial stroma	UBERON:0002450	decidua	decidua	33
UBERON:0002337	endometrial stroma	endometrial stroma	UBERON:0002450	decidua	decidua	30
UBERON:0002451	endometrial gland	endometrial gland	UBERON:0002450	decidua	decidua	55
UBERON:0002451	endometrial gland	endometrial gland	UBERON:0002450	decidua	decidua	27
UBERON:0003254	amniotic ectoderm	amniotic ectoderm	UBERON:0004027	chorionic plate	chorionic plate	22
UBERON:0003262	amniotic mesoderm	amniotic mesoderm	UBERON:0004027	chorionic plate	chorionic plate	23
UBERON:0015172	endometrial blood vessel	decidual blood vessel	UBERON:0002450	decidua	decidua	34
UBERON:0015172	endometrial blood vessel	decidual blood vessel	UBERON:0002450	decidua	decidua	35
UBERON:0015172	endometrial blood vessel	decidual blood vessel	UBERON:0002450	decidua	decidua	62
UBERON:0015172	endometrial blood vessel	decidual blood vessel	UBERON:0002450	decidua	decidua	63
