term	image_url
UBERON:0001004	http://upload.wikimedia.org/wikipedia/commons/5/5e/Respiratory_system_complete_en.svg
UBERON:0001558	http://upload.wikimedia.org/wikipedia/commons/c/c3/Illu_conducting_passages.jpg
UBERON:0001558	http://upload.wikimedia.org/wikipedia/commons/9/9f/Illu_conducting_passages.svg
UBERON:0002012	https://upload.wikimedia.org/wikipedia/commons/d/db/Alveoli_diagram.png
UBERON:0002016	https://upload.wikimedia.org/wikipedia/commons/d/db/Alveoli_diagram.png
UBERON:0002040	http://upload.wikimedia.org/wikipedia/commons/a/a7/Gray1032.png
UBERON:0002173	http://upload.wikimedia.org/wikipedia/commons/8/8f/Gray975.png
UBERON:0002183	http://upload.wikimedia.org/wikipedia/commons/d/df/Illu_quiz_lung05.jpg
UBERON:0002184	http://upload.wikimedia.org/wikipedia/commons/d/df/Illu_quiz_lung05.jpg
UBERON:0002187	https://upload.wikimedia.org/wikipedia/commons/d/db/Alveoli_diagram.png
UBERON:0002188	https://upload.wikimedia.org/wikipedia/commons/d/db/Alveoli_diagram.png
UBERON:0002299	https://upload.wikimedia.org/wikipedia/commons/4/46/Alveolus_diagram.svg
UBERON:0003126	http://upload.wikimedia.org/wikipedia/commons/c/c3/Illu_conducting_passages.jpg
UBERON:0003126	http://upload.wikimedia.org/wikipedia/commons/9/9f/Illu_conducting_passages.svg
UBERON:0003604	http://upload.wikimedia.org/wikipedia/commons/5/56/Gray952.png
UBERON:0006679	http://upload.wikimedia.org/wikipedia/commons/f/f2/Diagrama_de_los_pulmones-c.svg
