s	slabel	user_slabel	o	olabel	user_olabel	row_number
CL:0000057	fibroblast	periacinar fibroblast	UBERON:8000013	submandibular gland ducto-acinar unit	submandibular gland ducto-acinar	90
CL:0000057	fibroblast	fibroblast	UBERON:8000014	dentogingival junction	gingival attachment	13
CL:0000057	fibroblast	periacinar fibroblast	UBERON:8000011	parotid gland ducto-acinar unit	parotid gland ducto-acinar	54
CL:0000057	fibroblast	periacinar fibroblast	UBERON:8000012	sublingual gland ducto-acinar unit	sublingual gland ducto-acinar	73
CL:0000084	T cell	T cell	UBERON:8000014	dentogingival junction	gingival attachment	14
CL:0000097	mast cell	mast cell	UBERON:8000014	dentogingival junction	gingival attachment	15
CL:0000097	mast cell	mast cell	UBERON:8000012	sublingual gland ducto-acinar unit	sublingual gland ducto-acinar	70
CL:0000097	mast cell	mast cell	UBERON:8000013	submandibular gland ducto-acinar unit	submandibular gland ducto-acinar	87
CL:0000097	mast cell	mast cell	UBERON:8000011	parotid gland ducto-acinar unit	parotid gland ducto-acinar	52
CL:0000115	endothelial cell	endothelial cell	UBERON:8000012	sublingual gland ducto-acinar unit	sublingual gland ducto-acinar	65
CL:0000115	endothelial cell	endothelial cell	UBERON:8000011	parotid gland ducto-acinar unit	parotid gland ducto-acinar	47
CL:0000115	endothelial cell	endothelial cell	UBERON:8000014	dentogingival junction	gingival attachment	16
CL:0000115	endothelial cell	endothelial cell	UBERON:8000013	submandibular gland ducto-acinar unit	submandibular gland ducto-acinar	82
CL:0000136	adipocyte	adipocyte	UBERON:8000011	parotid gland ducto-acinar unit	parotid gland ducto-acinar	44
CL:0000148	melanocyte	melanocyte	UBERON:8000014	dentogingival junction	gingival attachment	17
CL:0000192	smooth muscle cell	smooth muscle cell	UBERON:8000011	parotid gland ducto-acinar unit	parotid gland ducto-acinar	58
CL:0000192	smooth muscle cell	smooth muscle cell	UBERON:8000013	submandibular gland ducto-acinar unit	submandibular gland ducto-acinar	94
CL:0000192	smooth muscle cell	smooth muscle cell	UBERON:8000012	sublingual gland ducto-acinar unit	sublingual gland ducto-acinar	77
CL:0000235	macrophage	macrophage	UBERON:8000012	sublingual gland ducto-acinar unit	sublingual gland ducto-acinar	69
CL:0000235	macrophage	macrophage	UBERON:8000011	parotid gland ducto-acinar unit	parotid gland ducto-acinar	51
CL:0000235	macrophage	macrophage	UBERON:8000014	dentogingival junction	gingival attachment	18
CL:0000235	macrophage	macrophage	UBERON:8000013	submandibular gland ducto-acinar unit	submandibular gland ducto-acinar	86
