s	slabel	user_slabel	o	olabel	user_olabel	row_number	deltaIC
UBERON:0007798	vascular system	vascular system	UBERON:0002367	prostate gland	prostate gland	23	20.299475952152562
UBERON:0007798	vascular system	vascular system	UBERON:0002367	prostate gland	prostate gland	24	20.299475952152562
UBERON:0004537	blood vasculature	vascular system	UBERON:0002367	prostate gland	prostate gland	19	17.871032430281772
UBERON:0004537	blood vasculature	vascular system	UBERON:0002367	prostate gland	prostate gland	20	17.871032430281772
UBERON:0004537	blood vasculature	vascular system	UBERON:0002367	prostate gland	prostate gland	21	17.871032430281772
CL:0005006	ionocyte	ionocyte epithelia	UBERON:0000428	prostate epithelium	prostate epithelium	15	
UBERON:0004243	prostate gland smooth muscle	prostate gland smooth muscle	UBERON:0004184	prostate gland stroma	prostate stroma	16	
CL:1000301	fibroblast of subepithelial connective tissue of prostatic gland	periprostatic fibroblast	UBERON:0004184	prostate gland stroma	prostate stroma	17	
CL:1000299	fibroblast of connective tissue of prostate	interstitial fibroblast	UBERON:0004184	prostate gland stroma	prostate stroma	18	
UBERON:0004536	lymph vasculature	lymph vasculature	UBERON:0002367	prostate gland	prostate gland	22	
CL:0009115	lymph node lymphatic vessel endothelial cell	lymph node lymphatic vessel endothelial cell	CL:0002138	endothelial cell of lymphatic vessel	endothelial cell of lymphatic vessel	22	
CL:0000669	pericyte	perictye	UBERON:0001981	blood vessel	blood vessel	24	
UBERON:0001335	prostatic urethra	prostatic urethra	UBERON:0002367	prostate gland	prostate gland	25	
CL:1000486	basal cell of urothelium	basal cell of urothelium	UBERON:0001335	prostatic urethra	prostatic urethra	25	
UBERON:0001335	prostatic urethra	prostatic urethra	UBERON:0002367	prostate gland	prostate gland	26	
CL:4032000	club-like cell of the urethral epithelium	club epithelia	UBERON:0001335	prostatic urethra	prostatic urethra	26	
UBERON:0001335	prostatic urethra	prostatic urethra	UBERON:0002367	prostate gland	prostate gland	27	
