s	slabel	user_slabel	o	olabel	user_olabel
UBERON:0001890	forebrain	forebrain	UBERON:0000955	brain	brain
UBERON:0000956	cerebral cortex	cerebral cortex	UBERON:0019264	gray matter of forebrain	gray matter of forebrain
UBERON:0002703	precentral gyrus	precentral gyrus	UBERON:0016525	frontal lobe	frontal lobe
UBERON:0002661	superior frontal gyrus	superior frontal gyrus	UBERON:0016525	frontal lobe	frontal lobe
UBERON:0002702	middle frontal gyrus	middle frontal gyrus	UBERON:0016525	frontal lobe	frontal lobe
UBERON:0002998	inferior frontal gyrus	inferior frontal gyrus	UBERON:0016525	frontal lobe	frontal lobe
UBERON:0002570	medial orbital gyrus	medial orbital gyrus	UBERON:0016525	frontal lobe	frontal lobe
UBERON:0002644	intermediate orbital gyrus	intermediate orbital gyrus	UBERON:0016525	frontal lobe	frontal lobe
UBERON:0002644	intermediate orbital gyrus	intermediate orbital gyrus	UBERON:0016525	frontal lobe	frontal lobe
UBERON:0002564	lateral orbital gyrus	lateral orbital gyrus	UBERON:0016525	frontal lobe	frontal lobe
UBERON:0002947	frontal operculum	frontal operculum	UBERON:0016525	frontal lobe	frontal lobe
UBERON:0002593	orbital operculum	orbital operculum	UBERON:0016525	frontal lobe	frontal lobe
UBERON:0022364	occipital fusiform gyrus	occipital fusiform gyrus	UBERON:0001871	temporal lobe	temporal lobe
UBERON:0023861	planum polare	planum polare	UBERON:0001871	temporal lobe	temporal lobe
UBERON:0006092	cuneus cortex	cuneus cortex	UBERON:0002021	occipital lobe	occipital lobe
UBERON:0002943	lingual gyrus	lingual gyrus	UBERON:0002021	occipital lobe	occipital lobe
UBERON:0014608	inferior occipital gyrus	inferior occipital gyrus	UBERON:0002021	occipital lobe	occipital lobe
UBERON:0002948	superior occipital gyrus	superior occipital gyrus	UBERON:0002021	occipital lobe	occipital lobe
UBERON:0002603	paraterminal gyrus	paraterminal gyrus	UBERON:0002600	limbic lobe	limbic lobe
UBERON:0001874	putamen	putamen	UBERON:0010011	collection of basal ganglia	collection of basal ganglia
UBERON:0002477	medial globus pallidus	medial globus pallidus	UBERON:0010011	collection of basal ganglia	collection of basal ganglia
UBERON:0002476	lateral globus pallidus	lateral globus pallidus	UBERON:0010011	collection of basal ganglia	collection of basal ganglia
UBERON:0002023	claustrum of brain	claustrum of brain	UBERON:0019264	gray matter of forebrain	gray matter of forebrain
UBERON:0003017	substantia Innominata	substantia innominata	UBERON:0002743	basal forebrain	basal forebrain
UBERON:0001907	zona Incerta	zona incerta	UBERON:0001900	ventral thalamus	ventral thalamus
UBERON:0001905	pineal body	pineal body	UBERON:0001899	epithalamus	epithalamus
UBERON:0001898	hypothalamus	hypothalamus	UBERON:0019264	gray matter of forebrain	gray matter of forebrain
UBERON:0007769	medial preoptic region	medial preoptic region	UBERON:0001898	hypothalamus	hypothalamus
UBERON:0000935	anterior commissure	anterior commissure	UBERON:0019261	white matter of forebrain	white matter of forebrain
UBERON:0002265	olfactory tract	olfactory tract	UBERON:0019261	white matter of forebrain	white matter of forebrain
UBERON:0022264	optic radiation	optic radiation	UBERON:0019261	white matter of forebrain	white matter of forebrain
UBERON:0001908	optic tract	optic tract	UBERON:0019261	white matter of forebrain	white matter of forebrain
UBERON:0001891	midbrain	midbrain	UBERON:0000955	brain	brain
UBERON:0002028	hindbrain	hindbrain	UBERON:0000955	brain	brain
UBERON:0004720	cerebellar vermis	cerebellar vermis	UBERON:0002037	cerebellum	cerebellum
UBERON:0002151	pontine nuclear group	pontine nuclear group	UBERON:0000988	pons	pons
